acc,phylum,gap,baseline_correct,n_orfs
NC_002947.4,Proteobacteria,4.375319130647432,True,3
NC_002947.4,Proteobacteria,3.045958894441524,True,7
NC_002947.4,Proteobacteria,0.7160768792727028,True,4
NC_002947.4,Proteobacteria,1.4993575826886172,True,14
NC_002947.4,Proteobacteria,0.3292384035734539,False,24
NC_002947.4,Proteobacteria,1.0805305110930483,True,23
NC_002947.4,Proteobacteria,1.4898788088779025,True,7
NC_002947.4,Proteobacteria,1.835862957699005,True,7
NC_002947.4,Proteobacteria,0.46787925300876765,True,20
NC_002947.4,Proteobacteria,0.890646044400107,True,19
NC_002947.4,Proteobacteria,0.8420928635623675,True,53
NC_002947.4,Proteobacteria,0.7812133759241995,True,17
NC_002947.4,Proteobacteria,1.1960069777376283,True,31
NC_002947.4,Proteobacteria,0.028217919862186136,True,29
NC_002947.4,Proteobacteria,0.941884246104248,True,53
NC_002947.4,Proteobacteria,0.03491499737556225,False,35
NC_002947.4,Proteobacteria,0.5623970391936624,True,43
NC_002947.4,Proteobacteria,0.6940235678316142,False,29
NC_002947.4,Proteobacteria,2.1826875923394757,True,6
NC_002947.4,Proteobacteria,0.3427561737736097,True,2
NC_002947.4,Proteobacteria,0.01504692331037738,False,26
NC_002947.4,Proteobacteria,0.4381307780007262,True,46
NC_002947.4,Proteobacteria,0.9456015962163864,True,11
NC_002947.4,Proteobacteria,0.8198787660082729,True,26
NC_002947.4,Proteobacteria,0.17999160712346907,False,6
NC_002947.4,Proteobacteria,0.21323268639140736,False,26
NC_002947.4,Proteobacteria,1.1879030049537125,True,8
NC_002947.4,Proteobacteria,1.0046288577178415,True,4
NC_002947.4,Proteobacteria,0.3362492965936035,True,40
NC_002947.4,Proteobacteria,0.8119653193716303,False,11
NC_002947.4,Proteobacteria,0.41660662738848764,True,13
NC_002947.4,Proteobacteria,0.46407519827656785,True,33
NC_002947.4,Proteobacteria,0.2190766746700028,True,45
NC_002947.4,Proteobacteria,0.692811664406694,True,70
NC_002947.4,Proteobacteria,2.236866583299733,True,11
NC_002947.4,Proteobacteria,2.2394280296645235,True,19
NC_002947.4,Proteobacteria,0.7525661954922942,True,28
NC_002947.4,Proteobacteria,2.414250908393547,True,5
NC_002947.4,Proteobacteria,3.897495946484356,True,4
NC_002947.4,Proteobacteria,0.7848817568345847,True,12
NC_002947.4,Proteobacteria,0.4084280254839503,True,4
NC_002947.4,Proteobacteria,1003.0824402283478,True,1
NC_002947.4,Proteobacteria,0.7171027129100818,True,7
NC_002947.4,Proteobacteria,0.5916054287594967,True,37
NC_002947.4,Proteobacteria,0.6535461059162415,True,17
NC_002947.4,Proteobacteria,0.19029594632179503,False,11
NC_002947.4,Proteobacteria,0.09065370130653605,True,14
NC_002947.4,Proteobacteria,0.4332938353164799,True,63
NC_002947.4,Proteobacteria,0.6785225241297628,True,28
NC_002947.4,Proteobacteria,0.33679557016050765,True,74
NC_002947.4,Proteobacteria,2.3633498250593323,True,17
NC_002947.4,Proteobacteria,1.391043506325751,True,20
NC_002947.4,Proteobacteria,1.2010407527101608,True,9
NC_002947.4,Proteobacteria,1.0309370591614009,True,3
NC_002947.4,Proteobacteria,0.6360231954343893,True,5
NC_002947.4,Proteobacteria,0.8564466680284362,True,9
NC_002947.4,Proteobacteria,1.917159202381841,True,18
NC_002947.4,Proteobacteria,0.7853309259820414,True,24
NC_002947.4,Proteobacteria,0.6719322871425977,True,23
NC_002947.4,Proteobacteria,0.6110586482583189,True,5
NC_002947.4,Proteobacteria,0.49565999437570696,True,43
NC_002947.4,Proteobacteria,1.2804876870696331,True,4
NC_002947.4,Proteobacteria,0.9538882789714869,True,29
NC_002947.4,Proteobacteria,0.5366589949974774,True,41
NC_002947.4,Proteobacteria,0.9966366743595572,True,32
NC_002947.4,Proteobacteria,1.5912579718556898,True,11
NC_002947.4,Proteobacteria,0.9815988622906016,True,24
NC_002947.4,Proteobacteria,1.4540616549131338,True,6
NC_002947.4,Proteobacteria,1.5070001868673,True,10
NC_002947.4,Proteobacteria,0.2999451147544221,False,76
NC_002947.4,Proteobacteria,0.25971717416118434,True,4
NC_002947.4,Proteobacteria,0.8540082635731583,True,19
NC_002947.4,Proteobacteria,1.4519637717441753,True,32
NC_002947.4,Proteobacteria,0.14616086689124153,True,17
NC_002947.4,Proteobacteria,1.1925741789000623,True,2
NC_002947.4,Proteobacteria,1.1489572279240186,True,24
NC_002947.4,Proteobacteria,1.1958897013485519,True,6
NC_002947.4,Proteobacteria,0.6156971599421261,True,16
NC_002947.4,Proteobacteria,0.2927791375687132,True,11
NC_002947.4,Proteobacteria,1.9264129578782754,True,21
NC_002947.4,Proteobacteria,0.6231813651102307,True,21
NC_002947.4,Proteobacteria,1.0439409137762663,True,21
NC_002947.4,Proteobacteria,0.932545040238228,True,22
NC_002947.4,Proteobacteria,0.22739261905966757,True,26
NC_002947.4,Proteobacteria,0.283383944872881,True,40
NC_002947.4,Proteobacteria,2.2487779208552503,True,36
NC_002947.4,Proteobacteria,1.0157175125703883,True,8
NC_002947.4,Proteobacteria,0.2269401010393164,True,12
NC_002947.4,Proteobacteria,2.4890819113814997,True,6
NC_002947.4,Proteobacteria,0.9504674159892375,True,105
NC_002947.4,Proteobacteria,1.531020557006233,True,53
NC_002947.4,Proteobacteria,0.36448348429564703,True,22
NC_002947.4,Proteobacteria,0.33503540955620714,False,12
NC_002947.4,Proteobacteria,0.742613788451326,True,18
NC_002947.4,Proteobacteria,999.4401001910863,True,1
NC_002947.4,Proteobacteria,1002.4675621709133,True,1
NC_002947.4,Proteobacteria,0.03271042519195788,False,23
NC_002947.4,Proteobacteria,0.33111515718991136,True,17
NC_002947.4,Proteobacteria,1.0801463003127125,True,21
NC_002947.4,Proteobacteria,0.6694977395146697,True,2
NC_002947.4,Proteobacteria,0.6624236475132328,True,26
NC_002947.4,Proteobacteria,1.11599369938647,True,29
NC_002947.4,Proteobacteria,0.8552357102337673,True,32
NC_002947.4,Proteobacteria,0.9915842730684581,True,10
NC_002947.4,Proteobacteria,0.6354954687914862,True,47
NC_002947.4,Proteobacteria,0.23460772756254045,False,30
NC_002947.4,Proteobacteria,0.2228379597774186,True,39
NC_002947.4,Proteobacteria,1.2916520960777378,True,4
NC_002947.4,Proteobacteria,1.723185486384856,True,5
NC_002947.4,Proteobacteria,1.1131447838981448,True,8
NC_002947.4,Proteobacteria,0.6186517409086605,True,45
NC_002947.4,Proteobacteria,0.23759759273098702,True,27
NC_002947.4,Proteobacteria,1.2455975641203523,True,13
NC_002947.4,Proteobacteria,1.1793380659425985,True,25
NC_002947.4,Proteobacteria,1.000210083732238,True,46
NC_002947.4,Proteobacteria,0.9218732182214993,True,26
NC_002947.4,Proteobacteria,0.04433046948862973,False,20
NC_002947.4,Proteobacteria,0.6092167170560456,True,12
NC_002947.4,Proteobacteria,0.27146433483388677,True,39
NC_002947.4,Proteobacteria,0.5683540776793237,True,37
NC_002947.4,Proteobacteria,0.16810010155881017,False,26
NC_002947.4,Proteobacteria,0.3264657146225929,True,23
NC_002947.4,Proteobacteria,1.0836161968189248,True,7
NC_002947.4,Proteobacteria,0.2801561899227194,True,2
NC_002947.4,Proteobacteria,1.0839585685411564,True,43
NC_002947.4,Proteobacteria,0.30894380091266527,True,21
NC_002947.4,Proteobacteria,1.2863001544180648,True,33
NC_002947.4,Proteobacteria,0.045877632302541826,False,54
NC_002947.4,Proteobacteria,1.4615073501442257,True,13
NC_002947.4,Proteobacteria,0.4870286090328184,True,4
NC_002947.4,Proteobacteria,0.32317758842299504,True,3
NC_002947.4,Proteobacteria,0.7495765964841539,True,28
NC_002947.4,Proteobacteria,0.9656029892741316,True,14
NC_002947.4,Proteobacteria,0.3180662456489376,False,16
NC_002947.4,Proteobacteria,0.5738191317032459,True,43
NC_002947.4,Proteobacteria,0.31862314455773344,True,30
NC_002947.4,Proteobacteria,0.10320685567180021,False,30
NC_002947.4,Proteobacteria,0.35675871692083305,True,50
NC_002947.4,Proteobacteria,0.8668988754896549,True,7
NC_002947.4,Proteobacteria,0.8347141851209017,True,11
NC_002947.4,Proteobacteria,0.6883516716440781,True,20
NC_002947.4,Proteobacteria,0.2697710984004118,True,19
NC_002947.4,Proteobacteria,2.2728604040494833,True,13
NC_002947.4,Proteobacteria,0.8418087440592839,True,8
NC_002947.4,Proteobacteria,0.5812338520621978,True,34
NC_002947.4,Proteobacteria,0.8244915088938569,True,6
NC_002947.4,Proteobacteria,1.1643002164987806,True,14
NC_002947.4,Proteobacteria,2.0441375562132222,True,4
NC_002947.4,Proteobacteria,1.434742269820779,True,18
NC_002947.4,Proteobacteria,0.6669876448014644,True,16
NC_002947.4,Proteobacteria,0.5060500278184209,True,2
NC_002947.4,Proteobacteria,0.46546893799014377,True,13
NC_002947.4,Proteobacteria,1.2298939869366627,True,14
NC_002947.4,Proteobacteria,0.6834126928804736,True,32
NC_002947.4,Proteobacteria,1.1109771086390285,True,29
NC_002947.4,Proteobacteria,0.04490970591355392,True,25
NC_002947.4,Proteobacteria,1.631135799498992,True,25
NC_002947.4,Proteobacteria,0.40588551868322753,True,16
NC_002947.4,Proteobacteria,0.7702421529046646,True,30
NC_002947.4,Proteobacteria,0.8709840657688268,True,92
NC_002947.4,Proteobacteria,0.48171419339925414,True,16
NC_002947.4,Proteobacteria,0.14038866118525561,False,10
NC_002947.4,Proteobacteria,0.975164068499144,True,4
NC_002947.4,Proteobacteria,0.6020300224157173,True,6
NC_002947.4,Proteobacteria,2.5996242729074543,True,3
NC_002947.4,Proteobacteria,0.33199157271618773,True,35
NC_002947.4,Proteobacteria,0.42839857307571094,True,33
NC_002947.4,Proteobacteria,0.21124769232016094,True,4
NC_002947.4,Proteobacteria,0.4406737487970034,True,5
NC_002947.4,Proteobacteria,7.978349137438556e-05,False,7
NC_002947.4,Proteobacteria,0.6168914603840747,True,29
NC_002947.4,Proteobacteria,0.9304292363828175,True,61
NC_002947.4,Proteobacteria,0.5275083481719687,True,10
NC_002947.4,Proteobacteria,0.7074677173962876,True,20
NC_002947.4,Proteobacteria,0.10755974519105038,False,37
NC_002947.4,Proteobacteria,0.5590088447084014,True,36
NC_002947.4,Proteobacteria,0.3168868763354329,False,18
NC_002947.4,Proteobacteria,0.020913025771456262,False,7
NC_002947.4,Proteobacteria,0.38469329959305654,True,34
NC_002947.4,Proteobacteria,0.6649420946448252,True,13
NC_002947.4,Proteobacteria,0.34115371984955356,True,3
NC_002947.4,Proteobacteria,1.4354845135269603,True,14
NC_002947.4,Proteobacteria,0.1824281786048605,True,23
NC_002947.4,Proteobacteria,0.8717215398380542,True,20
NC_002947.4,Proteobacteria,1.7444403357801068,True,10
NC_002947.4,Proteobacteria,0.9599638791395524,True,6
NC_002947.4,Proteobacteria,0.6987687010991888,True,7
NC_002947.4,Proteobacteria,0.2907352847449882,True,21
NC_002947.4,Proteobacteria,0.5305125256599119,True,32
NC_002947.4,Proteobacteria,0.33855287775055487,True,39
NC_002947.4,Proteobacteria,0.6185743616398671,True,17
NC_002947.4,Proteobacteria,0.262840384809925,True,17
NC_002947.4,Proteobacteria,0.013342827371211285,False,20
NC_002947.4,Proteobacteria,0.7802287089967024,True,19
NC_002947.4,Proteobacteria,0.5570364416455682,True,13
NC_002947.4,Proteobacteria,2.0972616246160873,True,10
NC_002947.4,Proteobacteria,1003.3832097622887,True,1
NC_002947.4,Proteobacteria,1.2937334492962949,True,5
NC_002947.4,Proteobacteria,0.3976512300305437,True,21
NC_002947.4,Proteobacteria,1.947480209329214,True,13
NC_002947.4,Proteobacteria,0.6004954623545018,True,11
NC_002947.4,Proteobacteria,0.32242768755482487,True,57
NC_002947.4,Proteobacteria,0.2670126064402023,True,18
NC_002947.4,Proteobacteria,0.4942146458751999,True,26
NC_002947.4,Proteobacteria,0.2584100764146271,True,27
NC_002947.4,Proteobacteria,0.7105299275658172,True,31
NC_002947.4,Proteobacteria,0.07204020009216805,False,33
NC_002947.4,Proteobacteria,0.38088483511453575,True,13
NC_002947.4,Proteobacteria,0.12109580283614285,True,20
NC_002947.4,Proteobacteria,0.8800100485691171,True,20
NC_002947.4,Proteobacteria,0.3265507312262823,True,17
NC_002947.4,Proteobacteria,0.7200493434899666,True,6
NC_002947.4,Proteobacteria,0.7114901017729149,True,21
NC_002947.4,Proteobacteria,1.7360279304881452,True,17
NC_002947.4,Proteobacteria,1.5269305555990371,True,19
NC_002947.4,Proteobacteria,1.4538322717180723,True,13
NC_002947.4,Proteobacteria,0.9754378244186697,True,16
NC_002947.4,Proteobacteria,0.5369123265303983,True,11
NC_002947.4,Proteobacteria,1000.592844500604,True,1
NC_002947.4,Proteobacteria,0.34157191155583355,True,5
NC_002947.4,Proteobacteria,1.2220322649676643,True,24
NC_002947.4,Proteobacteria,1.4521753652937939,True,27
NC_002947.4,Proteobacteria,0.9251670856233165,True,7
NC_002947.4,Proteobacteria,1.0652028249924541,False,33
NC_002947.4,Proteobacteria,0.6081508902510748,True,18
NC_002947.4,Proteobacteria,0.9935172523417162,True,13
NC_002947.4,Proteobacteria,2.0000012128410463,True,7
NC_002947.4,Proteobacteria,0.3317977373032406,True,49
NC_002947.4,Proteobacteria,0.6659219823957749,True,4
NC_002947.4,Proteobacteria,0.5661883208218992,True,9
NC_002947.4,Proteobacteria,0.37764454714791995,True,30
NC_002947.4,Proteobacteria,0.1282780746684331,False,17
NC_002947.4,Proteobacteria,1001.7627013819332,True,1
NC_002947.4,Proteobacteria,0.49811324870985096,True,23
NC_002947.4,Proteobacteria,2.3903253344144133,True,6
NC_002947.4,Proteobacteria,0.290583131247411,True,11
NC_002947.4,Proteobacteria,0.4337701145055668,True,6
NC_002947.4,Proteobacteria,0.5329117695978964,True,7
NC_002947.4,Proteobacteria,0.518149712707114,True,56
NC_002947.4,Proteobacteria,0.22859243619380543,True,23
NC_002947.4,Proteobacteria,0.32636764153900977,True,12
NC_002947.4,Proteobacteria,2.110262762436866,True,16
NC_002947.4,Proteobacteria,0.47694688995868795,True,14
NC_002947.4,Proteobacteria,0.14447627866490365,False,19
NC_002947.4,Proteobacteria,1.0236430113779456,True,45
NC_002947.4,Proteobacteria,0.13528128751002022,True,6
NC_002947.4,Proteobacteria,0.22996800424654396,True,33
NC_002947.4,Proteobacteria,0.9050949191103097,True,17
NC_002947.4,Proteobacteria,0.7104316456005257,True,26
NC_002947.4,Proteobacteria,0.3699921812030098,True,27
NC_002947.4,Proteobacteria,0.05053323097761542,True,15
NC_002947.4,Proteobacteria,0.01545520121862154,True,29
NC_002947.4,Proteobacteria,1.5028657317442367,True,29
NC_002947.4,Proteobacteria,0.619952422784884,True,53
NC_002947.4,Proteobacteria,0.541994924590405,True,9
NC_002947.4,Proteobacteria,0.13527836997848297,False,23
NC_002947.4,Proteobacteria,0.020805160439731907,True,37
NC_002947.4,Proteobacteria,2.2919260974320057,True,22
NC_002947.4,Proteobacteria,0.2624643070802506,True,34
NC_002947.4,Proteobacteria,0.7926875958969495,False,4
NC_002947.4,Proteobacteria,0.8851193625975711,True,37
NC_002947.4,Proteobacteria,1.3763084318706404,True,29
NC_002947.4,Proteobacteria,0.20560389316976568,True,41
NC_002947.4,Proteobacteria,0.6647906714336571,True,47
NC_002947.4,Proteobacteria,0.47896915537122453,True,18
NC_002947.4,Proteobacteria,1.0946995552411778,True,39
NC_002947.4,Proteobacteria,0.12986954428746067,False,14
NC_002947.4,Proteobacteria,1.739451681404942,True,9
NC_002947.4,Proteobacteria,0.7405579151543229,True,15
NC_002947.4,Proteobacteria,0.7781510646646979,True,2
NC_002947.4,Proteobacteria,0.4229300993522358,True,76
NC_002947.4,Proteobacteria,2.7308320187545654,True,4
NC_002947.4,Proteobacteria,2.0157907267447612,True,28
NC_002947.4,Proteobacteria,0.8206581216892417,True,51
NC_002947.4,Proteobacteria,0.2795568875221157,False,36
NC_002947.4,Proteobacteria,0.5099757687691451,True,9
NC_002947.4,Proteobacteria,0.6947719899987668,True,50
NC_002947.4,Proteobacteria,0.8309867362953387,True,14
NC_002947.4,Proteobacteria,0.0837108636226418,False,14
NC_002947.4,Proteobacteria,0.1342808858558051,True,43
NC_002947.4,Proteobacteria,2.1621979568426184,True,18
NC_002947.4,Proteobacteria,0.4314230219625852,True,17
NC_002947.4,Proteobacteria,2.065948923115796,True,6
NC_002947.4,Proteobacteria,0.21983726763707168,False,6
NC_002947.4,Proteobacteria,2.8244871719752265,True,15
NC_002947.4,Proteobacteria,0.11234716301604664,False,34
NC_002947.4,Proteobacteria,0.39152963584363754,True,16
NC_002947.4,Proteobacteria,1.1678422306731093,True,117
NC_002947.4,Proteobacteria,0.9364067543776002,True,18
NC_002947.4,Proteobacteria,1.064840010600264,False,33
NC_002947.4,Proteobacteria,0.2661210199166568,True,10
NC_002947.4,Proteobacteria,0.09463412857792086,True,9
NC_002947.4,Proteobacteria,0.6769600018313291,True,27
NC_002947.4,Proteobacteria,0.019667335128538355,False,8
NC_002947.4,Proteobacteria,0.8729100923479933,False,40
NC_002947.4,Proteobacteria,0.1954196966619044,True,34
NC_002947.4,Proteobacteria,0.7561275620251013,True,3
NC_002947.4,Proteobacteria,0.08316117203208506,False,28
NC_002947.4,Proteobacteria,1.9974418060616284,True,7
NC_002947.4,Proteobacteria,0.791443580216729,True,30
NC_002947.4,Proteobacteria,0.32801208154698,True,7
NC_002947.4,Proteobacteria,1.8167507077292644,True,4
NC_002947.4,Proteobacteria,0.5696808200770613,False,5
NC_002947.4,Proteobacteria,0.6118149890555624,True,2
NC_002947.4,Proteobacteria,0.705664482698392,True,22
NC_002947.4,Proteobacteria,0.28511253109897083,True,65
NC_002947.4,Proteobacteria,0.22645462163210794,True,36
NC_002947.4,Proteobacteria,1.6795761354819483,True,26
NC_002947.4,Proteobacteria,0.02173227787916332,False,30
NC_002947.4,Proteobacteria,1001.1300303847111,True,1
NC_002947.4,Proteobacteria,0.2255090099293886,True,2
NC_002947.4,Proteobacteria,0.37403542311969495,True,6
NC_002947.4,Proteobacteria,2.490912026521462,True,10
NC_002947.4,Proteobacteria,2.344174231692218,True,7
NC_002947.4,Proteobacteria,0.5117129242060656,True,33
NC_002947.4,Proteobacteria,0.6820209324410396,True,14
NC_002947.4,Proteobacteria,0.07988354297861022,True,61
NC_002947.4,Proteobacteria,0.00029032277292984077,True,59
NC_002947.4,Proteobacteria,2.998412579993632,True,8
NC_002947.4,Proteobacteria,1.0041915094447553,True,13
NC_002947.4,Proteobacteria,0.10855574164986237,False,38
NC_002947.4,Proteobacteria,0.13052406215706824,True,49
NC_002947.4,Proteobacteria,0.4372340859775896,True,116
NC_002947.4,Proteobacteria,0.6184344830740152,True,18
NC_002947.4,Proteobacteria,0.17474365496983424,False,14
NC_002947.4,Proteobacteria,2.9131347702018964,True,22
NC_002947.4,Proteobacteria,0.42455995919036305,False,12
NC_002947.4,Proteobacteria,0.10574638141968151,True,31
NC_002947.4,Proteobacteria,1.1585622178062085,True,6
NC_002947.4,Proteobacteria,0.9009913253229875,True,36
NC_002947.4,Proteobacteria,0.14953602334559069,False,6
NC_002947.4,Proteobacteria,0.18883278619946253,True,41
NC_002947.4,Proteobacteria,0.9207498816574358,True,20
NC_002947.4,Proteobacteria,0.6027292607461447,True,26
NC_002947.4,Proteobacteria,0.08553276959686684,True,23
NC_002947.4,Proteobacteria,1.56757016873172,True,34
NC_002947.4,Proteobacteria,1.368628599856839,True,20
NC_002947.4,Proteobacteria,3.242190877968501,True,2
NC_002947.4,Proteobacteria,0.992496604887398,True,18
NC_002947.4,Proteobacteria,0.6331377081217267,True,2
NC_002947.4,Proteobacteria,0.29471009858274844,True,9
NC_002947.4,Proteobacteria,1.1070395815005973,True,36
NC_002947.4,Proteobacteria,0.48052156184978756,True,18
NC_002947.4,Proteobacteria,999.040757333221,True,1
NC_002947.4,Proteobacteria,1.2827880284115079,True,6
NC_002947.4,Proteobacteria,0.23269012903924313,True,9
NC_002947.4,Proteobacteria,999.49835292987,True,1
NC_002947.4,Proteobacteria,0.42836460398128295,True,3
NC_002947.4,Proteobacteria,0.9512969556960273,True,3
NC_002947.4,Proteobacteria,0.9873138142048887,True,27
NC_002947.4,Proteobacteria,0.3641896996688274,True,13
NC_002947.4,Proteobacteria,0.7641430455009601,True,15
NC_002947.4,Proteobacteria,0.9930672357403925,True,12
NC_002947.4,Proteobacteria,0.8096776983920204,True,13
NC_002947.4,Proteobacteria,0.3836047425972531,True,27
NC_002947.4,Proteobacteria,0.0650831180122502,False,53
NC_002947.4,Proteobacteria,0.738660573173707,True,48
NC_002947.4,Proteobacteria,1.1273662059640337,True,90
NC_002947.4,Proteobacteria,0.2938766900093075,True,4
NC_002947.4,Proteobacteria,0.9615115424476635,True,29
NC_002947.4,Proteobacteria,0.08341778205183914,False,9
NC_002947.4,Proteobacteria,0.23173845322638797,True,16
NC_002947.4,Proteobacteria,1.3464515565312976,True,28
NC_002947.4,Proteobacteria,0.7899721878603909,True,9
NC_002947.4,Proteobacteria,0.7549755145885442,True,24
NC_002947.4,Proteobacteria,0.6536929320059315,False,48
NC_002947.4,Proteobacteria,0.5320356823515944,True,29
NC_002947.4,Proteobacteria,1.8860117529568303,True,2
NC_002947.4,Proteobacteria,0.6089034773392505,True,38
NC_002947.4,Proteobacteria,0.133025278660309,False,9
NC_002947.4,Proteobacteria,1.540084267055355,True,5
NC_002947.4,Proteobacteria,0.05668603937847294,True,47
NC_002947.4,Proteobacteria,0.31856946939952,False,2
NC_002947.4,Proteobacteria,1.1366440400241107,True,13
NC_002947.4,Proteobacteria,1005.0111424812592,True,1
NC_002947.4,Proteobacteria,0.4907166105077909,True,22
NC_002947.4,Proteobacteria,0.5681374930033556,True,15
NC_002947.4,Proteobacteria,0.769710079460431,True,21
NC_002947.4,Proteobacteria,1.0173070264404522,True,19
NC_002947.4,Proteobacteria,0.9433970065323969,True,16
NC_002947.4,Proteobacteria,4.333774112038442,True,2
NC_002947.4,Proteobacteria,0.3942380262025651,True,37
NC_002947.4,Proteobacteria,0.6009284246967006,True,20
NC_002947.4,Proteobacteria,1.139982958265879,True,23
NC_002947.4,Proteobacteria,0.8787170135808111,True,22
NC_002947.4,Proteobacteria,2.04233873178355,True,15
NC_002947.4,Proteobacteria,0.2749810784025186,True,26
NC_002947.4,Proteobacteria,0.34460801394601503,True,68
NC_002947.4,Proteobacteria,0.7352825582463343,True,19
NC_002947.4,Proteobacteria,0.7928078328536028,True,20
NC_002947.4,Proteobacteria,0.34198359498412856,True,98
NC_002947.4,Proteobacteria,1.1369956223775013,True,30
NC_002947.4,Proteobacteria,1.1072277164487687,True,56
NC_002947.4,Proteobacteria,0.9224503483442614,True,14
NC_002947.4,Proteobacteria,0.4871390654659393,True,31
NC_002947.4,Proteobacteria,0.6600973438284825,True,18
NC_002947.4,Proteobacteria,0.06786831923346881,True,32
NC_002947.4,Proteobacteria,0.3107351568843306,True,26
NC_002947.4,Proteobacteria,0.6615371270403241,True,31
NC_002947.4,Proteobacteria,0.9322621783364671,True,32
NC_002947.4,Proteobacteria,0.8671159203988363,True,23
NC_002947.4,Proteobacteria,0.2665975660619999,True,34
NC_002947.4,Proteobacteria,0.10013957391831951,False,36
NC_002947.4,Proteobacteria,0.13433874536002222,False,54
NC_002947.4,Proteobacteria,0.014632493275513525,False,18
NC_002947.4,Proteobacteria,0.07094886238350817,True,15
NC_002947.4,Proteobacteria,0.7760497754767073,True,20
NC_002947.4,Proteobacteria,1.2556853125349043,True,16
NC_002947.4,Proteobacteria,1.1563950270447254,True,23
NC_002947.4,Proteobacteria,0.1384300528420539,False,25
