acc,label,phylum,f1,cls,stop_dist,fp_type,imm_down,codon_down,combined_down
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.10611131272346531,0.0910946677413456,0.09860299023240546
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.010971203819725635,-0.06752871545264583,-0.03924995963618573
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.06554220085365377,-0.06714272631753175,-0.0008002627319389916
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.022612301191236858,-0.11683470619139413,-0.0697235036913155
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.07361057934625208,-0.07147891262696007,0.0010658333596460026
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,214,neighbor,-0.06117719512742994,-0.21261877452541925,-0.1368979848264246
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0020994668369965553,-0.26348162669513897,-0.1306910799290712
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.15280142690148726,-0.4201969179903379,-0.2864991724459126
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,1084,intergenic,-0.12684684070867766,-0.4101689719642003,-0.268507906336439
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.043464901282748984,-0.2860901537019188,-0.12131262620958491
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.03909654238989806,-0.09635359865205331,-0.06772507052097569
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0009048595951130759,-0.035827067966345535,-0.01746110418561623
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,537,intergenic,0.0004336074019292369,0.014398314003626211,0.007415960702777724
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.09933819314638843,-0.07442843902838661,0.012454877059000911
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.06499542315099921,-0.35933125876093397,-0.2121633409559666
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.05099293247214878,-0.3233770487578326,-0.18718499061499067
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,172,neighbor,-0.0001515947734366326,-0.04322943881924886,-0.021690516796342745
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0770765188454161,0.23092884663883737,0.15400268274212672
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.02321388884478234,-0.04834967316177767,-0.012567892158497665
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.08173064029147217,-0.17093762711191401,-0.1263341337016931
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.03160531888279531,-0.09827369167595919,-0.033334186396581936
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.08321461164643675,-0.3976912170252085,-0.2404529143358226
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.04687507027608622,-0.149714054111179,-0.09829456219363261
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.022874270664146934,-0.06620203696718577,-0.021663883151519417
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.018789069667207295,-0.30524776840028667,-0.16201841903374697
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.002239241873934835,0.03800721774215106,0.020123229808042948
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0013187179745462647,-0.20202064273538128,-0.10166968035496378
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.07516281728815599,-0.25091192009878965,-0.16303736869347282
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,475,intergenic,-0.03228778270267772,-0.23005118419941156,-0.13116948345104465
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.019406481052243407,-0.21519586749267744,-0.11730117427246042
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0520448228612949,0.0341927948284372,0.04311880884486605
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.013748660308183483,-0.267845358574985,-0.14079700944158424
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,562,intergenic,0.12029872253500831,-0.09258539401158287,0.013856664261712719
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,485,intergenic,-0.098398978639077,-0.23317257682526032,-0.16578577773216865
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.01041456310991838,-0.17259147496620245,-0.08108845592814204
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.02596929405609719,0.05874423887489684,0.04235676646549701
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,819,intergenic,0.03649462146392324,0.02569616995963244,0.03109539571177784
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.07989931524379751,-0.0011902535366523637,0.03935453085357257
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.07407390139697559,-0.2654715300762739,-0.09569881433964915
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.01489570284679355,-0.04403602597025156,-0.014570161561729005
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.02491082428680542,0.016108972171145552,0.020509898228975487
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.06803698023302379,-0.19914433158898676,-0.13359065591100527
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,9,near,0.0020495097352809448,-0.14386310122396112,-0.07090679574434008
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.05395724152530192,-0.021375070572608477,-0.0376661560489552
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,132,neighbor,-0.1527651879508909,-0.35408914446454814,-0.25342716620771955
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,88,frag,-0.013056406017663372,-0.1845577858322649,-0.09880709592496413
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,12,near,0.04126000241634363,0.040322636214388294,0.04079131931536596
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,1001,intergenic,-0.03169986654958094,-0.2578667362662621,-0.14478330140792153
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,3,TP,-0.06170852817341839,-0.19462063161841386,-0.12816457989591612
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,218,neighbor,-0.0903800308306901,-0.2692174476142476,-0.17979873922246886
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.07603945838705546,-0.12180964117680446,-0.09892454978192997
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,94,frag,-0.13613761615998404,-0.3267379575503028,-0.23143778685514343
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.09296621728752139,-0.3338303488131665,-0.21339828305034392
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.04741377785801859,-0.20098770452896844,-0.07678696333547493
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,48,frag,-0.02254263293981751,-0.2028203468971192,-0.11268148991846835
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,14,near,-0.013269899597255375,-0.26480593102746397,-0.13903791531235968
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,683,intergenic,-0.022224233735421706,-0.0638016048945147,-0.0430129193149682
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.05241528463689775,-0.27078831878865656,-0.16160180171277716
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,157,neighbor,0.006282390843682606,-0.14407667180671738,-0.06889714048151739
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0004823689713532531,-0.04739018302519042,-0.023936275998271837
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.01302701721920343,-0.055460100289934644,-0.021216541535365608
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.012377647169714597,-0.2754720301641512,-0.1315471914972183
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,631,intergenic,-0.033365001300513106,-0.13907321677473447,-0.08621910903762378
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,173,neighbor,0.09810475072586039,-0.08804536717111162,0.005029691777374383
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,537,intergenic,0.09588789414685527,-0.030892672963612,0.03249761059162164
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0029929131602050535,-0.22198475780706417,-0.10949592232342956
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.026224835480884442,-0.1350896324906124,-0.08065723398574842
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.13461346659699985,-0.15163031505142968,-0.14312189082421478
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.008541688561235834,-0.1902896872088192,-0.09087399932379168
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.08898931775245013,-0.24167261565556686,-0.1653309667040085
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.04547308147432124,-0.08072802341688004,-0.0176274709712794
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,684,intergenic,0.028816179321790734,-0.16295732120265996,-0.06707057094043462
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.028029113346503227,-0.14199332120237643,-0.08501121727443983
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.003607522873551498,-0.2728472779613959,-0.1346198775439222
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0646164333493599,-0.05415996593220811,0.005228233708575898
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.07779020654652886,-0.18216702317526484,-0.05218840831436799
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0854838823943633,-0.13206789182970766,-0.10877588711203548
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,181,neighbor,-0.015576437983277696,-0.16967711303722197,-0.09262677551024984
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.03799147367366918,-0.2868456722025243,-0.16241857293809675
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.09794065859758234,0.11389834977896669,0.10591950418827452
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.10683388276100464,-0.47733496676426557,-0.2920844247626351
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,678,intergenic,-0.026108932845730473,-0.09727385840210871,-0.06169139562391959
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.01025472620118606,0.04906540084151985,0.019405337320166895
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,495,intergenic,0.002157960665598798,-0.18607059383542293,-0.09195631658491207
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.009908158306845867,0.002156233529485263,-0.0038759623886803016
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,95,frag,-0.03903137273593439,-0.28707679264690994,-0.16305408269142216
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,49,frag,-0.028052415013546057,-0.06840935724972894,-0.04823088613163749
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.07722353598202644,-0.3770172370805902,-0.22712038653130834
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.2166205832396334,-0.38441215883272617,-0.3005163710361798
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.009614694057178023,-0.019130420277031844,-0.014372557167104933
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.05208106041530343,-0.2301792031177463,-0.14113013176652486
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,202,neighbor,-0.07291055616836223,-0.043792023303176816,-0.05835128973576952
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.029901121283099266,0.025180555758317524,-0.002360282762390871
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.04781509850270022,-0.13277499398676654,-0.09029504624473338
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.022771454988929206,-0.2486558433355583,-0.11294219417331454
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,308,intergenic,0.06038917313416879,0.060082857191352444,0.060236015162760614
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.11670977270658417,-0.23190779780165444,-0.1743087852541193
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.01026731712247108,-0.04161370673367557,-0.025940511928073326
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.10738302389024194,-0.2875028367500896,-0.19744293032016577
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.011643278569042792,0.08478751969489622,0.03657212056292671
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,93,frag,0.0559227443194698,0.01201819192255158,0.03397046812101069
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.1355375027862093,-0.1234233024918936,-0.12948040263905145
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.029483741783668194,-0.0921795616864685,-0.03134790995140015
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.036731507923053644,-0.3108287332650761,-0.17378012059406486
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.15503114101951,-0.2962212953714257,-0.22562621819546785
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.12766865579463746,-0.33991565391805667,-0.23379215485634708
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.03487609635012466,-0.052583676109938436,-0.008853789879906888
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.04753961717912579,-0.12466416901701152,-0.08610189309806865
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,120,neighbor,-0.09050229239260853,-0.23196295481195078,-0.16123262360227966
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.00555599901352745,-0.02192172376974142,-0.008182862378106986
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.043924615600835416,-0.04412904289315307,-0.00010221364615882814
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.16642008002114467,-0.4443992565887953,-0.30540966830496996
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.07633462658032025,-0.1405576912555425,-0.10844615891793137
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.03701917195914698,-0.18124259750557883,-0.1091308847323629
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.11248785660126993,-0.20158145116951473,-0.15703465388539234
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.034322724760155646,-0.20989763563160507,-0.08778745543572472
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,298,neighbor,0.01092736442406519,-0.13101237550525582,-0.060042505540595315
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.03469790021525607,0.01410934886766313,-0.010294275673796469
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.05930399116194943,-0.06263296154886788,-0.0016644851934592246
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0924534065747442,0.039288048464162985,0.0658707275194536
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.006287093889241409,0.014187290140645814,0.003950098125702203
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.08758828713506167,0.11353716848032888,0.10056272780769528
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.00708239989948325,-0.09277203098863254,-0.0499272154440579
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.02051151772693984,-0.1484554798832569,-0.06397198107815853
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,328,intergenic,-0.016629478800471276,-0.12388175450618633,-0.0702556166533288
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.018366677758552184,-0.11761014170648139,-0.049621731973964606
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.07131676245197104,0.2362207859110484,0.15376877418150972
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.03036199722211587,-0.0013265030440841486,0.01451774708901586
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.14655027997300085,-0.3859965631405068,-0.2662734215567538
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.07080839660836205,-0.1777452631441868,-0.12427682987627442
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0343031574749458,-0.030068204310664016,0.002117476582140891
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.09845843688425025,-0.34555568804916276,-0.2220070624667065
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.1613241270644167,-0.2759645245967285,-0.21864432583057258
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.011184266662048022,-0.25735120103184883,-0.13426773384694843
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.13883009864049664,-0.08982681797057594,0.02450164033496035
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.08907914832381299,0.027288247314269397,0.05818369781904119
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.04708257266464955,-0.06518464478248517,-0.009051036058917813
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.00040552514125001456,-0.09965137213192392,-0.05002844863658697
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.05041731889495106,-0.21581643567161707,-0.13311687728328406
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0507805396870495,-0.12103201875781763,-0.08590627922243357
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0689795136081159,-0.1876778802720885,-0.1283286969401022
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0805776074097307,-0.22514704756155268,-0.15286232748564169
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.11512253301441741,-0.3840685714351224,-0.24959555222476992
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,18,near,0.015019264477862749,-0.20744054983126148,-0.09621064267669936
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.059775585255147,-0.13322403920089343,-0.09649981222802022
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.12737176671139258,-0.4034053601521371,-0.26538856343176487
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.058265420076767306,0.22579080414804764,0.14202811211240748
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,23,near,0.041121703418310555,-0.009103454120623411,0.016009124648843572
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.03337737811849427,-0.2918101381844259,-0.1625937581514601
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.009378433605050656,-0.20816326488587222,-0.09939241564041078
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,2100,intergenic,-0.029852068612869213,-0.22404118589854818,-0.1269466272557087
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.018882650633830402,-0.10158521653792078,-0.060233933585875594
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.12359501425569874,-0.0595050707540075,0.03204497175084562
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.04694364387624172,-0.2887090070128977,-0.1678263254445697
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.15248401126673272,-0.30576071806164223,-0.22912236466418748
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.022355734299159973,-0.1317419594905786,-0.07704884689486928
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,433,intergenic,0.01790799423988266,-0.042195892498695285,-0.012143949129406313
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.11904230929224961,-0.4251911134802796,-0.2721167113862646
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.07329166871325844,-0.28143049744181425,-0.17736108307753634
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.029639420407075553,-0.06331496573486746,-0.046477193070971506
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.06628708928992827,0.052448333657339676,0.05936771147363397
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,47,frag,0.05676618301193959,0.20881975289216897,0.13279296795205428
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.04542516687068243,-0.3227364309373428,-0.1840807989040126
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,203,neighbor,0.023107626308509547,-0.2769934664783598,-0.12694292008492514
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.0004498199569487345,-0.17723384198566805,-0.08839201101435966
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,126,neighbor,-0.06138266218861498,-0.35926262177967205,-0.21032264198414352
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0815878054657747,-0.1909598298075707,-0.1362738176366727
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.05745241940586633,-0.1986788890140339,-0.1280656542099501
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,189,neighbor,-0.08498074032006049,-0.31244930806040755,-0.198715024190234
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.02846189907034547,-0.20032546633526777,-0.08593178363246115
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.10089387858010923,-0.2507883304125009,-0.17584110449630508
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,290,neighbor,-0.028880692526662935,-0.2915686721797755,-0.1602246823532192
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.02381759982699876,-0.2433624755058453,-0.10977243783942327
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0904555628096882,-0.1844392397080739,-0.13744740125888105
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.11079334683215195,0.24350433228369397,0.17714883955792296
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,49,frag,-0.06080103817952036,-0.3243251922170636,-0.19256311519829197
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.08046258286646406,-0.051872521093461896,0.014295030886501081
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,1861,intergenic,-0.07111590593911453,-0.31819163340220485,-0.1946537696706597
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.08427696387882762,-0.09051477673765831,-0.003118906429415348
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.10955838767891872,-0.162323759892039,-0.13594107378547887
NC_002677.1,M. leprae,Actinobacteria,41.74,FP,167,neighbor,-0.14901190520489915,-0.3706003412008151,-0.2598061232028571
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.1070353108241297,0.1800034613966403,0.143519386110385
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.10483935218846104,-0.35026327943744634,-0.22755131581295368
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.05868402343216227,0.07556228924543192,0.06712315633879709
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0054511574989239385,-0.044374865165879386,-0.02491301133240166
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.0382376061887174,-0.07446781107643474,-0.056352708632576076
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,0.02099193441525505,-0.013511232797169726,0.0037403508090426618
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.06409734836630841,-0.0790215265243411,-0.07155943744532475
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.005780925610627463,-0.1554043784532432,-0.08059265203193533
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.005718926064319873,-0.011727657891239574,-0.008723291977779723
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.046479538813135456,-0.1558509299328314,-0.10116523437298343
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.09101321011152047,-0.22282618518225233,-0.1569196976468864
NC_002677.1,M. leprae,Actinobacteria,41.74,TP,0,TP,-0.05804388212933631,-0.25297861992569537,-0.15551125102751584
