acc,gc_pct,threshold,f1,sensitivity,precision,baseline_f1,df1
NC_002929.2,67.72058267495703,0.42,62.020438934494905,51.87780269058296,77.09287796751354,64.68,-2.659561065505102
NC_002929.2,67.72058267495703,0.44,62.117647058823536,51.79372197309418,77.58186397984886,64.68,-2.5623529411764707
NC_002929.2,67.72058267495703,0.46,62.20273233260246,51.681614349775785,78.10249894112664,64.68,-2.4772676673975482
NC_002929.2,67.72058267495703,0.48,62.2312510580667,51.51345291479821,78.58058999572467,64.68,-2.44874894193331
NC_002929.2,67.72058267495703,0.5,62.22826086956522,51.34529147982063,78.96551724137932,64.68,-2.451739130434788
NC_002929.2,67.72058267495703,0.52,62.28444596209663,51.12107623318386,79.68545216251638,64.68,-2.3955540379033735
NC_002929.2,67.72058267495703,0.54,62.21688400823611,50.8127802690583,80.22123893805309,64.68,-2.4631159917638996
NC_002929.2,67.72058267495703,0.56,62.28206456067667,50.56053811659192,81.07865168539325,64.68,-2.3979354393233336
NC_002929.2,67.72058267495703,0.58,62.20758967250044,50.30829596412556,81.47980027235587,64.68,-2.472410327499567
NC_002929.2,67.72058267495703,0.6,61.87075422400279,49.775784753363226,81.73032673722965,64.68,-2.809245775997219
NC_003143.1,47.63611023248458,0.3,83.02285638789802,80.01018589253883,86.27127951674905,82.99,0.03285638789802192
NC_003143.1,47.63611023248458,0.32,83.09076475258004,79.95925642984466,86.47755439272927,82.99,0.10076475258004791
NC_003143.1,47.63611023248458,0.34,83.09037900874637,79.83193277310924,86.62613981762918,82.99,0.10037900874637273
NC_003143.1,47.63611023248458,0.36,83.02788844621514,79.60275019098549,86.76103247293922,82.99,0.037888446215148974
NC_003143.1,47.63611023248458,0.38,83.03642648231853,79.52635599694423,86.87065368567455,82.99,0.04642648231853741
NC_003143.1,47.63611023248458,0.4,83.03393213572853,79.44996180290298,86.95652173913044,82.99,0.04393213572853938
NC_003143.1,47.63611023248458,0.42,83.06462358427716,79.37356760886173,87.11570709893796,82.99,0.07462358427716254
NC_003143.1,47.63611023248458,0.44,83.04858515750134,79.22077922077922,87.26507713884993,82.99,0.058585157501340746
NC_003143.1,47.63611023248458,0.46,82.98555377207062,78.99159663865547,87.40490278951818,82.99,-0.00444622792937821
NC_003143.1,47.63611023248458,0.48,82.90460878885317,78.78787878787878,87.47526152106305,82.99,-0.08539121114682757
NC_003143.1,47.63611023248458,0.5,82.9261744966443,78.66055513114335,87.68095373261426,82.99,-0.06382550335570158
NC_003143.1,47.63611023248458,0.52,82.92945611200861,78.43137254901961,87.97486432447872,82.99,-0.060543887991386214
NC_003143.1,47.63611023248458,0.54,82.86099865047233,78.17672523554876,88.14240597186334,82.99,-0.12900134952766962
NC_003143.1,47.63611023248458,0.56,82.83319816166531,78.02393684746626,88.27427254393547,82.99,-0.15680183833468675
NC_003143.1,47.63611023248458,0.58,82.78199566160521,77.74382480264833,88.51841113366193,82.99,-0.20800433839478671
NC_003143.1,47.63611023248458,0.6,82.673199945556,77.33638910109498,88.80116959064327,82.99,-0.31680005444400194
NC_003116.1,51.80914170717348,0.3,75.82938388625593,69.4231750893313,83.53808353808354,76.48,-0.6506161137440785
NC_003116.1,51.80914170717348,0.32,76.02240896358543,69.27003573251659,84.23339540657977,76.48,-0.4575910364145699
NC_003116.1,51.80914170717348,0.34,76.17977528089888,69.21898928024503,84.69706433479075,76.48,-0.3002247191011236
NC_003116.1,51.80914170717348,0.36,76.23873873873873,69.11689637570188,84.99686126804771,76.48,-0.2412612612612719
NC_003116.1,51.80914170717348,0.38,76.25493513818388,69.01480347115876,85.19218651543792,76.48,-0.22506486181612217
NC_003116.1,51.80914170717348,0.4,76.17971178298954,68.81061766207249,85.31645569620252,76.48,-0.30028821701046127
NC_003116.1,51.80914170717348,0.42,76.33069082672706,68.81061766207249,85.69612205975842,76.48,-0.1493091732729397
NC_003116.1,51.80914170717348,0.44,76.35537893840475,68.65747830525778,85.99744245524296,76.48,-0.12462106159524922
NC_003116.1,51.80914170717348,0.46,76.46723646723648,68.50433894844309,86.52482269503547,76.48,-0.012763532763528929
NC_003116.1,51.80914170717348,0.48,76.3865065751858,68.19806023481368,86.80961663417803,76.48,-0.09349342481419853
NC_003116.1,51.80914170717348,0.5,76.34069400630915,67.94282797345585,87.10732984293193,76.48,-0.13930599369085428
NC_003116.1,51.80914170717348,0.52,76.1795166858458,67.58550280755487,87.2775214238629,76.48,-0.3004833141542065
NC_003116.1,51.80914170717348,0.54,76.16849394114253,67.3813169984686,87.59124087591242,76.48,-0.31150605885747495
NC_003116.1,51.80914170717348,0.56,76.03353570396068,67.12608473711077,87.66666666666667,76.48,-0.44646429603932347
NC_003116.1,51.80914170717348,0.58,75.81206496519721,66.71771311893824,87.7770315648086,76.48,-0.6679350348027953
NC_003116.1,51.80914170717348,0.6,75.5671902268761,66.3093415007657,87.82961460446246,76.48,-0.9128097731239109
NC_004757.1,50.71818367380322,0.3,72.88888888888889,69.4113120430935,76.7333049766057,73.27,-0.3811111111111103
NC_004757.1,50.71818367380322,0.32,72.9817444219067,69.21893035782993,77.17717717717719,73.27,-0.28825557809329894
NC_004757.1,50.71818367380322,0.34,72.9641693811075,68.94959599846095,77.47514051015997,73.27,-0.3058306188925002
NC_004757.1,50.71818367380322,0.36,72.9983660130719,68.75721431319738,77.79712668698302,73.27,-0.2716339869280944
NC_004757.1,50.71818367380322,0.38,73.03670289112159,68.52635629088111,78.18261633011413,73.27,-0.2332971088784035
NC_004757.1,50.71818367380322,0.4,73.19481588150586,68.44940361677568,78.6472148541114,73.27,-0.07518411849413553
NC_004757.1,50.71818367380322,0.42,73.23013415892673,68.25702193151211,78.98486197684772,73.27,-0.039865841073265074
NC_004757.1,50.71818367380322,0.44,73.28497409326425,68.02616390919584,79.42497753818508,73.27,0.014974093264257249
NC_004757.1,50.71818367380322,0.46,73.30147517141077,67.872258560985,79.67479674796748,73.27,0.031475171410775715
NC_004757.1,50.71818367380322,0.48,73.17480183562786,67.48749519045786,79.90888382687928,73.27,-0.09519816437213535
NC_004757.1,50.71818367380322,0.5,72.9979035639413,66.98730280877261,80.19345923537541,73.27,-0.27209643605868905
NC_004757.1,50.71818367380322,0.52,72.91841883936081,66.71796844940361,80.3894297635605,73.27,-0.351581160639185
NC_004757.1,50.71818367380322,0.54,72.88135593220339,66.17929973066565,81.09382366808109,73.27,-0.388644067796605
NC_004757.1,50.71818367380322,0.56,72.94819867832018,65.83301269719122,81.78776290630975,73.27,-0.3218013216798141
NC_004757.1,50.71818367380322,0.58,72.856221792392,65.21739130434783,82.52190847127557,73.27,-0.4137782076079901
NC_004757.1,50.71818367380322,0.6,72.57785467128028,64.5632935744517,82.86419753086419,73.27,-0.6921453287197181
NC_008497.1,46.21887029617409,0.3,87.05994291151283,84.13793103448276,90.19221291276492,86.97,0.08994291151283562
NC_008497.1,46.21887029617409,0.32,87.05378391242266,84.0919540229885,90.23186975826344,86.97,0.08378391242266048
NC_008497.1,46.21887029617409,0.34,87.10984036216345,84.04597701149426,90.4055390702275,86.97,0.1398403621634543
NC_008497.1,46.21887029617409,0.36,87.13060057197332,84.04597701149426,90.4502721425037,86.97,0.160600571973319
NC_008497.1,46.21887029617409,0.38,87.09138630398473,83.9080459770115,90.52579365079364,86.97,0.12138630398473538
NC_008497.1,46.21887029617409,0.4,87.04588910133843,83.72413793103448,90.64211050273768,86.97,0.07588910133843285
NC_008497.1,46.21887029617409,0.42,87.01888596700933,83.67816091954023,90.63745019920319,86.97,0.04888596700932624
NC_008497.1,46.21887029617409,0.44,86.94610778443113,83.44827586206897,90.75,86.97,-0.023892215568864117
NC_008497.1,46.21887029617409,0.46,86.92732070040778,83.3103448275862,90.87261785356068,86.97,-0.04267929959222272
NC_008497.1,46.21887029617409,0.48,86.9084794619265,83.17241379310344,90.99597585513078,86.97,-0.06152053807349489
NC_008497.1,46.21887029617409,0.5,86.78064050084276,82.85057471264368,91.10212335692619,86.97,-0.18935949915723427
NC_008497.1,46.21887029617409,0.52,86.74059787849568,82.71264367816093,91.18094272681196,86.97,-0.2294021215043216
NC_008497.1,46.21887029617409,0.54,86.65218440743422,82.5287356321839,91.20934959349594,86.97,-0.31781559256577907
NC_008497.1,46.21887029617409,0.56,86.60541586073501,82.34482758620689,91.33095359510453,86.97,-0.36458413926499134
NC_008497.1,46.21887029617409,0.58,86.4131751029305,82.02298850574714,91.29989764585466,86.97,-0.5568248970695038
NC_008497.1,46.21887029617409,0.6,86.39455782312925,81.74712643678161,91.60226687274601,86.97,-0.5754421768707516
NC_004350.2,36.82865821414956,0.3,88.70477768572216,86.0203535083021,91.56214367160776,88.75,-0.04522231427783652
NC_004350.2,36.82865821414956,0.32,88.7292817679558,86.0203535083021,91.61437535653167,88.75,-0.020718232044202978
NC_004350.2,36.82865821414956,0.34,88.75379939209726,86.0203535083021,91.66666666666666,88.75,0.003799392097263876
NC_004350.2,36.82865821414956,0.36,88.76591034864416,85.91322978039636,91.81453921007441,88.75,0.015910348644155192
NC_004350.2,36.82865821414956,0.38,88.79047882645999,85.91322978039636,91.86712485681558,88.75,0.04047882645998868
NC_004350.2,36.82865821414956,0.4,88.79047882645999,85.91322978039636,91.86712485681558,88.75,0.04047882645998868
NC_004350.2,36.82865821414956,0.42,88.71638480731909,85.69898232458489,91.95402298850574,88.75,-0.03361519268091229
NC_004350.2,36.82865821414956,0.44,88.70385789619762,85.59185859667916,92.05069124423963,88.75,-0.046142103802381484
NC_004350.2,36.82865821414956,0.46,88.72848417545806,85.59185859667916,92.10374639769452,88.75,-0.021515824541936013
NC_004350.2,36.82865821414956,0.48,88.82712618121178,85.59185859667916,92.31658001155402,88.75,0.07712618121178139
NC_004350.2,36.82865821414956,0.5,88.9259877573734,85.59185859667916,92.53039953676895,88.75,0.17598775737340588
NC_004350.2,36.82865821414956,0.52,88.96321070234114,85.48473486877344,92.73678094131319,88.75,0.2132107023411436
NC_004350.2,36.82865821414956,0.54,89.0192791282481,85.32404927691483,93.04906542056075,88.75,0.2692791282481011
NC_004350.2,36.82865821414956,0.56,89.01313950237629,85.27048741296197,93.09941520467837,88.75,0.2631395023762906
NC_004350.2,36.82865821414956,0.58,89.02575587905936,85.16336368505624,93.25513196480938,88.75,0.2757558790593606
NC_004350.2,36.82865821414956,0.6,89.11335578002243,85.05623995715051,93.57690041249263,88.75,0.36335578002243096
NC_006270.3,46.194391745174826,0.3,80.60150375939851,76.77249940319885,84.83249802163017,80.9,-0.2984962406014944
NC_006270.3,46.194391745174826,0.32,80.74893189243528,76.70088326569588,85.2480764128416,80.9,-0.15106810756472555
NC_006270.3,46.194391745174826,0.34,80.77503774534473,76.6292671281929,85.39505187549881,80.9,-0.12496225465527289
NC_006270.3,46.194391745174826,0.36,80.7958695378416,76.58152303652423,85.50106609808103,80.9,-0.10413046215840893
NC_006270.3,46.194391745174826,0.38,80.8119011598588,76.50990689902125,85.62650280523644,80.9,-0.08809884014119973
NC_006270.3,46.194391745174826,0.4,80.8838383838384,76.46216280735258,85.84829804341999,80.9,-0.016161616161610937
NC_006270.3,46.194391745174826,0.42,80.86021505376344,76.29505848651229,86.0064585575888,80.9,-0.03978494623656559
NC_006270.3,46.194391745174826,0.44,80.83597213426219,76.17569825734066,86.1036157582299,80.9,-0.06402786573781327
NC_006270.3,46.194391745174826,0.46,80.86835089501079,76.03246598233468,86.36117136659436,80.9,-0.03164910498921358
NC_006270.3,46.194391745174826,0.48,80.87000763164589,75.88923370732871,86.55050367546964,80.9,-0.02999236835411523
NC_006270.3,46.194391745174826,0.5,80.82558287679959,75.72212938648842,86.66666666666667,80.9,-0.07441712320041916
NC_006270.3,46.194391745174826,0.52,80.82769191467621,75.5311530198138,86.92307692307692,80.9,-0.0723080853237974
NC_006270.3,46.194391745174826,0.54,80.72690043511645,75.29243256147052,87.00689655172414,80.9,-0.17309956488355738
NC_006270.3,46.194391745174826,0.56,80.65178342314601,75.0298400572929,87.18446601941747,80.9,-0.24821657685399146
NC_006270.3,46.194391745174826,0.58,80.55555555555556,74.7672475531153,87.31530526902705,80.9,-0.34444444444444855
NC_006270.3,46.194391745174826,0.6,80.48559989668087,74.38529481976606,87.67585818795723,80.9,-0.4144001033191387
NC_006274.1,35.351896795175925,0.3,85.78361981799799,81.37348935353923,90.69916613213599,85.92,-0.1363801820020143
NC_006274.1,35.351896795175925,0.32,85.79229446860148,81.37348935353923,90.71856287425149,85.92,-0.1277055313985187
NC_006274.1,35.351896795175925,0.34,85.82701062215479,81.37348935353923,90.79623287671232,85.92,-0.092989377845214
NC_006274.1,35.351896795175925,0.36,85.85889260046564,81.35430654133896,90.89155593656237,85.92,-0.061107399534364504
NC_006274.1,35.351896795175925,0.38,85.89367088607595,81.35430654133896,90.96954096954097,85.92,-0.026329113924049352
NC_006274.1,35.351896795175925,0.4,85.90536021886717,81.31594091693842,91.04381443298969,85.92,-0.014639781132828489
NC_006274.1,35.351896795175925,0.42,85.88521598053133,81.23920966813735,91.09485910948591,85.92,-0.03478401946867393
NC_006274.1,35.351896795175925,0.44,85.93464582910492,81.22002685593708,91.23033828916182,85.92,0.014645829104921404
NC_006274.1,35.351896795175925,0.46,85.93480247791206,81.16247841933627,91.3034095813552,85.92,0.014802477912056133
NC_006274.1,35.351896795175925,0.48,85.93210002032934,81.0857471705352,91.3945945945946,85.92,0.012100020329341987
NC_006274.1,35.351896795175925,0.5,85.90030518819938,80.98983310953386,91.4446610353043,85.92,-0.01969481180061905
NC_006274.1,35.351896795175925,0.52,85.76966234826074,80.64454248992902,91.59041394335512,85.92,-0.15033765173926383
NC_006274.1,35.351896795175925,0.54,85.76098059244127,80.52944561672741,91.71946689971597,85.92,-0.15901940755873056
NC_006274.1,35.351896795175925,0.56,85.72306431790251,80.28006905812393,91.95781147000659,85.92,-0.19693568209748946
NC_006274.1,35.351896795175925,0.58,85.6146111225118,80.03069249952043,92.03617913081844,85.92,-0.3053888774881983
NC_006274.1,35.351896795175925,0.6,85.57336621454994,79.87723000191828,92.14427970789998,85.92,-0.3466337854500665
NC_003030.1,30.925783073831226,0.3,88.53243281271986,85.83901773533424,91.40034863451481,88.63,-0.09756718728013425
NC_003030.1,30.925783073831226,0.32,88.55090832277145,85.78444747612551,91.50174621653086,88.63,-0.07909167722854704
NC_003030.1,30.925783073831226,0.34,88.53521126760563,85.75716234652114,91.49927219796216,88.63,-0.09478873239436325
NC_003030.1,30.925783073831226,0.36,88.53198083967315,85.72987721691678,91.5234488785319,88.63,-0.09801916032684233
NC_003030.1,30.925783073831226,0.38,88.58190019734987,85.72987721691678,91.6302128900554,88.63,-0.048099802650128254
NC_003030.1,30.925783073831226,0.4,88.6068809926678,85.72987721691678,91.68368835716369,88.63,-0.023119007332198294
NC_003030.1,30.925783073831226,0.42,88.60652265988989,85.62073669849933,91.80807489760093,88.63,-0.02347734011010516
NC_003030.1,30.925783073831226,0.44,88.66270851003677,85.5661664392906,91.9917864476386,88.63,0.03270851003676967
NC_003030.1,30.925783073831226,0.46,88.65599773403201,85.40245566166439,92.16725559481743,88.63,0.02599773403201766
NC_003030.1,30.925783073831226,0.48,88.6241134751773,85.2387448840382,92.28951255539143,88.63,-0.005886524822699357
NC_003030.1,30.925783073831226,0.5,88.64281658148779,85.18417462482947,92.39419946729802,88.63,0.012816581487797407
NC_003030.1,30.925783073831226,0.52,88.56980381006538,84.99317871759891,92.46067082220243,88.63,-0.06019618993461506
NC_003030.1,30.925783073831226,0.54,88.53439680957129,84.80218281036835,92.61025029797378,88.63,-0.09560319042870447
NC_003030.1,30.925783073831226,0.56,88.52412218098773,84.61118690313779,92.81652199940137,88.63,-0.10587781901226379
NC_003030.1,30.925783073831226,0.58,88.38340486409155,84.28376534788539,92.90225563909775,88.63,-0.24659513590844995
NC_003030.1,30.925783073831226,0.6,88.39541547277938,84.17462482946793,93.06184012066365,88.63,-0.23458452722061907
NC_003155.5,70.71655449693804,0.3,68.20004539608081,59.41207487476932,80.03906943704493,68.95,-0.7499546039191927
NC_003155.5,70.71655449693804,0.32,68.16007289847369,59.16161349854996,80.38688876947877,68.95,-0.7899271015263167
NC_003155.5,70.71655449693804,0.34,68.11914374952389,58.93751647772212,80.68940624436023,68.95,-0.830856250476117
NC_003155.5,70.71655449693804,0.36,68.07892321810951,58.67387292380701,81.07468123861567,68.95,-0.8710767818904941
NC_003155.5,70.71655449693804,0.38,68.05960977108619,58.39704719219615,81.55375552282769,68.95,-0.8903902289138159
NC_003155.5,70.71655449693804,0.4,67.99845738526803,58.10703928288954,81.94831753113961,68.95,-0.9515426147319772
NC_003155.5,70.71655449693804,0.42,67.89005032907471,57.790667018191414,82.26684180896979,68.95,-1.0599496709252918
NC_003155.5,70.71655449693804,0.44,67.85853089778469,57.54020564197205,82.68611479446865,68.95,-1.0914691022153136
NC_003155.5,70.71655449693804,0.46,67.71850347574787,57.1447403110994,83.09373202990224,68.95,-1.2314965242521367
NC_003155.5,70.71655449693804,0.48,67.63944457519416,56.828368046401266,83.53032358070142,68.95,-1.310555424805841
NC_003155.5,70.71655449693804,0.5,67.2298097418489,56.12971262852623,83.80240110214525,68.95,-1.7201902581511064
NC_003155.5,70.71655449693804,0.52,67.11164084227256,55.6683364091748,84.47689537907581,68.95,-1.8383591577274387
NC_003155.5,70.71655449693804,0.54,66.81582101478227,55.11468494595307,84.8245080137959,68.95,-2.13417898521773
NC_003155.5,70.71655449693804,0.56,66.40360766629087,54.350118639599266,85.32698675496688,68.95,-2.546392333709136
NC_003155.5,70.71655449693804,0.58,66.11543450064852,53.75692064329027,85.85263157894737,68.95,-2.834565499351484
NC_003155.5,70.71655449693804,0.6,65.7210401891253,53.13735829158978,86.11407818842127,68.95,-3.2289598108746986
NC_003450.3,53.81025146242477,0.3,71.91346512495336,65.422463522226,79.83436853002071,71.69,0.22346512495336412
NC_003450.3,53.81025146242477,0.32,71.97750702905341,65.15100101798438,80.40201005025126,71.69,0.2875070290534154
NC_003450.3,53.81025146242477,0.34,72.00150630766335,64.87953851374279,80.8798646362098,71.69,0.3115063076633504
NC_003450.3,53.81025146242477,0.36,72.10576015108595,64.77774007465219,81.30323679727428,71.69,0.4157601510859479
NC_003450.3,53.81025146242477,0.38,72.11811470755252,64.64200882253138,81.54965753424658,71.69,0.428114707552524
NC_003450.3,53.81025146242477,0.4,72.10626185958255,64.47234475738038,81.79078777442962,71.69,0.4162618595825478
NC_003450.3,53.81025146242477,0.42,72.01066260472201,64.1669494401086,82.03904555314534,71.69,0.3206626047220169
NC_003450.3,53.81025146242477,0.44,71.74287354122824,63.62402443162538,82.23684210526315,71.69,0.052873541228237286
NC_003450.3,53.81025146242477,0.46,71.60731472569778,63.115032236172375,82.74021352313167,71.69,-0.0826852743022215
NC_003450.3,53.81025146242477,0.48,71.67697063369395,62.94536817102138,83.22117541498429,71.69,-0.013029366306042789
NC_003450.3,53.81025146242477,0.5,71.42024480279775,62.36851034950798,83.54545454545455,71.69,-0.26975519720224383
NC_003450.3,53.81025146242477,0.52,71.36168552477565,62.06311503223617,83.93758604864617,71.69,-0.32831447522434587
NC_003450.3,53.81025146242477,0.54,71.19905956112852,61.65592127587377,84.23736671302736,71.69,-0.4909404388714762
NC_003450.3,53.81025146242477,0.56,70.79471504634193,60.90939938920936,84.51035781544256,71.69,-0.8952849536580629
NC_003450.3,53.81025146242477,0.58,70.43202536662703,60.298608754665764,84.65936160076227,71.69,-1.2579746333729673
NC_003450.3,53.81025146242477,0.6,70.24875621890547,59.89141499830336,84.93743984600577,71.69,-1.4412437810945278
NC_002677.1,57.79674640773538,0.3,49.323621227887614,42.2271714922049,59.28705440900563,49.33,-0.006378772112384468
NC_002677.1,57.79674640773538,0.32,49.23884514435696,41.78173719376392,59.93610223642173,49.33,-0.09115485564304038
NC_002677.1,57.79674640773538,0.34,49.37945603379984,41.648106904231625,60.635538261997404,49.33,0.0494560337998422
NC_002677.1,57.79674640773538,0.36,49.33404368673415,41.24721603563474,61.36514247846255,49.33,0.004043686734149787
NC_002677.1,57.79674640773538,0.38,49.290115188856156,40.97995545657015,61.82795698924731,49.33,-0.03988481114384257
NC_002677.1,57.79674640773538,0.4,49.4060475161987,40.75723830734967,62.71418779986292,49.33,0.07604751619869887
NC_002677.1,57.79674640773538,0.42,49.31954273271639,40.356347438752785,63.40097970608818,49.33,-0.010457267283605631
NC_002677.1,57.79674640773538,0.44,49.176728869374315,39.910913140311806,64.0457469621158,49.33,-0.15327113062568287
NC_002677.1,57.79674640773538,0.46,49.06181015452539,39.59910913140312,64.46700507614213,49.33,-0.268189845474609
NC_002677.1,57.79674640773538,0.48,49.18032786885246,39.42093541202672,65.36189069423929,49.33,-0.14967213114753974
NC_002677.1,57.79674640773538,0.5,49.060835435940575,38.97550111358575,66.1875945537065,49.33,-0.26916456405942313
NC_002677.1,57.79674640773538,0.52,48.67306606437041,38.39643652561247,66.46106399383191,49.33,-0.6569339356295885
NC_002677.1,57.79674640773538,0.54,48.409090909090914,37.95100222717149,66.82352941176471,49.33,-0.9209090909090847
NC_002677.1,57.79674640773538,0.56,48.19484240687679,37.46102449888642,67.55020080321286,49.33,-1.1351575931232105
NC_002677.1,57.79674640773538,0.58,47.89139225880994,36.926503340757236,68.11832374691865,49.33,-1.4386077411900615
NC_002677.1,57.79674640773538,0.6,47.388386343740876,36.16926503340757,68.69712351945854,49.33,-1.941613656259122
NC_008268.1,67.51583167462442,0.3,66.82305630026809,56.88204250463558,80.9746192893401,67.29,-0.46694369973191385
NC_008268.1,67.51583167462442,0.32,66.87956971174049,56.75367279988589,81.40343698854338,67.29,-0.4104302882595192
NC_008268.1,67.51583167462442,0.34,66.84073107049609,56.59677649408073,81.6125051419169,67.29,-0.4492689295039156
NC_008268.1,67.51583167462442,0.36,66.83017591339649,56.35430038510911,82.09017244961562,67.29,-0.45982408660351837
NC_008268.1,67.51583167462442,0.38,66.63270504330107,55.96919127086007,82.31592196349906,67.29,-0.6572949566989337
NC_008268.1,67.51583167462442,0.4,66.54737559645537,55.698188560832975,82.64550264550265,67.29,-0.7426244035446388
NC_008268.1,67.51583167462442,0.42,66.44393043776236,55.313079446583934,83.18318318318319,67.29,-0.8460695622376448
NC_008268.1,67.51583167462442,0.44,66.38005159071368,55.05634003708458,83.56787183373025,67.29,-0.9099484092863293
NC_008268.1,67.51583167462442,0.46,66.20022458322536,54.6569676223078,83.92466053438457,67.29,-1.0897754167746427
NC_008268.1,67.51583167462442,0.48,66.03036876355749,54.27185850805877,84.29330970314577,67.29,-1.259631236442516
NC_008268.1,67.51583167462442,0.5,65.95188284518828,53.95806589644844,84.80161398789508,67.29,-1.3381171548117266
NC_008268.1,67.51583167462442,0.52,65.76663452266153,53.50164027956069,85.32757051865332,67.29,-1.5233654773384728
NC_008268.1,67.51583167462442,0.54,65.5026455026455,52.973898160034224,85.79348579348579,67.29,-1.7873544973544995
NC_008268.1,67.51583167462442,0.56,65.29599432825239,52.54599914420197,86.21577346126843,67.29,-1.9940056717476153
NC_008268.1,67.51583167462442,0.58,64.93182425808752,51.96120382256454,86.53206650831355,67.29,-2.35817574191249
NC_008268.1,67.51583167462442,0.6,64.70272206303727,51.53330480673228,86.91363964397402,67.29,-2.5872779369627352
NC_006958.1,53.84176722388955,0.3,71.09256449165402,64.37650291995878,79.3731469716222,70.71,0.38256449165402273
NC_006958.1,53.84176722388955,0.32,71.11026471148352,64.13603572655445,79.7863247863248,70.71,0.4002647114835298
NC_006958.1,53.84176722388955,0.34,71.07026613057631,63.75815870834764,80.27681660899654,70.71,0.3602661305763206
NC_006958.1,53.84176722388955,0.36,71.17342039562128,63.65510133974579,80.70557491289199,70.71,0.46342039562128434
NC_006958.1,53.84176722388955,0.38,71.25506072874495,63.48333905874271,81.195079086116,70.71,0.5450607287449571
NC_006958.1,53.84176722388955,0.4,71.18840579710145,63.277224321538995,81.36042402826855,70.71,0.47840579710145903
NC_006958.1,53.84176722388955,0.42,71.2955779674166,63.13981449673651,81.87082405345211,70.71,0.5855779674166115
NC_006958.1,53.84176722388955,0.44,71.00545596258769,62.59017519752662,82.03511931562359,70.71,0.29545596258769535
NC_006958.1,53.84176722388955,0.46,70.86922474549726,62.1779457231192,82.38507055075102,70.71,0.15922474549726928
NC_006958.1,53.84176722388955,0.48,70.68999410261452,61.76571624871179,82.62867647058823,70.71,-0.02000589738547376
NC_006958.1,53.84176722388955,0.5,70.46038332345387,61.25042940570251,82.93023255813954,70.71,-0.2496166765461254
NC_006958.1,53.84176722388955,0.52,70.45274027005559,60.94125729989695,83.48235294117647,70.71,-0.2572597299444084
NC_006958.1,53.84176722388955,0.54,70.29722720925594,60.52902782548952,83.82492863939106,70.71,-0.41277279074405726
NC_006958.1,53.84176722388955,0.56,70.042194092827,59.876331157677775,84.36592449177154,70.71,-0.6678059071729905
NC_006958.1,53.84176722388955,0.58,69.74959612277867,59.32669185846788,84.61538461538461,70.71,-0.9604038772213244
NC_006958.1,53.84176722388955,0.6,69.55992699249644,58.914462384060464,84.9009900990099,70.71,-1.1500730075035506
NC_008818.1,53.736737199661945,0.3,64.54207920792079,59.77077363896848,70.14122394082044,61.37,3.1720792079207953
